day_of_week_encoded,platform_encoded,topic_category_encoded,emotion_type_encoded,location_encoded,language_encoded,sentiment_bucket_encoded,toxicity_bucket_encoded,past_perf_bucket_encoded,growth_bucket_encoded,sentiment_score,toxicity_score,user_past_sentiment_avg,user_engagement_growth,sentiment_bucket,toxicity_bucket,past_perf_bucket,growth_bucket,sentiment_toxicity_interaction,abs_sentiment,perf_momentum,toxicity_squared,sentiment_squared,engagement_rate
2,2,0,3,32,4,1,0,0,3,-0.4718678430740557,-1.224791260796802,-0.7732730645143681,0.9740419807685948,1,0,0,3,-0.04146732,0.2748,-0.12594296,0.022770810000000002,0.07551503999999999,0.0876
5,3,3,2,27,0,0,3,0,2,-1.6990356882435595,0.8502580957123095,-0.7692841861399349,0.07278234886729931,0,3,0,2,-0.74208501,0.9909,-0.00977041,0.56085121,0.98188281,0.04004
6,1,0,0,14,5,4,4,4,1,0.7210263574880049,1.6587639486665284,1.646415243315682,-0.3204193275075483,4,4,4,1,0.41367447,0.4213,-0.08737851999999999,0.96412761,0.17749369,0.02414
0,0,5,3,11,3,4,3,4,0,1.580266627796606,0.9165347557613464,1.5595270665508558,-0.717759968896868,4,3,4,0,0.7086336,0.9227,-0.18653497,0.589824,0.8513752899999999,0.05182
3,3,2,4,29,2,1,4,4,3,-0.43862240780483586,1.3131537213951112,0.9712542210692382,1.5786757866327246,1,4,4,3,-0.22533942,0.2554,0.25756005,0.77845329,0.06522916000000001,1.37019
0,0,3,2,24,4,3,3,2,0,0.41599092048176045,0.9033488233955693,0.16966309730271792,-1.385512991231697,3,3,2,0,0.18592986,0.2433,-0.03978951,0.58400164,0.05919488999999999,0.05818
4,3,4,4,18,9,2,1,0,3,-0.1538084211169828,-0.45653720138021786,-1.6426751206462515,0.9661089644908568,2,1,0,3,-0.03320916,0.0892,-0.26583627,0.13860729000000002,0.007956640000000001,0.04566
0,2,1,4,15,6,4,1,0,3,1.5749542128824523,-0.6314243043368386,-1.2158651345819058,1.706293874578947,4,1,0,3,0.29601924,0.9196,-0.34679171999999997,0.10361961000000001,0.84566416,0.07559
1,1,1,2,16,9,0,0,0,0,-1.2286299160064016,-1.114445826788458,-0.4784429237953968,-1.4331110888981258,0,0,0,0,-0.13088628000000002,0.7164,0.11373879999999999,0.03337929,0.5132289600000001,0.01531
5,0,2,0,13,4,4,3,4,3,0.9993283517004438,0.45537412117930465,1.262962630886479,1.1078685162365254,4,3,4,3,0.37070787,0.5837,0.23510934,0.40335201,0.34070569,0.03434
6,4,5,3,5,0,4,1,0,1,1.5132616525890548,-0.7941664695881385,-0.7096244400179783,-0.17555555200102552,4,1,0,1,0.24299000000000004,0.8836,0.02034423,0.07562500000000001,0.78074896,0.65176
5,1,3,3,22,1,4,1,0,0,1.2347882901535785,-1.0384532165751643,-1.392589789518748,-1.5127861654267134,4,1,0,0,0.14753706,0.7211,0.3507364,0.04186116,0.51998521,0.00796
4,2,5,2,14,1,4,1,4,1,1.17806540832826,-0.9881384746531209,0.8836723263262497,-0.6087672235157698,4,1,4,1,0.15074079999999998,0.688,-0.0896805,0.048004809999999995,0.47334399999999993,0.97993
4,1,3,4,24,2,4,1,4,1,1.3191014558878889,-0.8562791509953511,1.4493993375175933,-0.0865678041898758,4,1,4,1,0.19804412999999998,0.7703,-0.02017652,0.06610041,0.59336209,0.03124
0,3,2,3,15,1,0,4,1,3,-0.8778391634492204,1.628575103513302,-0.20633204686124054,1.179610576487375,0,4,1,3,-0.49798644000000003,0.5117,-0.0403025,0.9471182399999999,0.26183689000000004,0.36518
0,2,0,2,13,5,3,3,4,1,0.3435021621370181,0.5820284715347938,1.0822490975752037,-0.2097020133704202,3,3,4,1,0.1349916,0.201,-0.0374049,0.45104656,0.040401000000000006,0.01857
6,3,3,1,30,3,4,2,2,3,1.024862216932989,-0.059571237526300884,0.21302047093786072,1.2703228930545547,4,2,2,3,0.29133862000000005,0.5986,0.04590399,0.23687689000000003,0.35832196000000005,0.13288
4,0,3,2,9,9,2,2,2,2,-0.011744164219130727,0.30269490431241336,0.18891377119672131,0.08071536514503747,2,2,2,2,-0.00372393,0.0063,0.0026937600000000003,0.34939920999999996,3.969e-05,0.14252
2,1,5,0,7,0,4,2,0,2,1.3382946968680571,0.2697300733979711,-1.68169675691788,0.46494928398852897,4,2,0,2,0.4545204,0.7815,-0.13148156,0.33825856,0.6107422499999999,0.0815
0,1,4,2,28,3,4,3,3,3,1.2090830566979962,0.6011133736431554,0.5036883037878581,1.7028447370668869,4,3,3,3,0.47810031,0.7061,0.14440292999999998,0.45846441000000004,0.49857720999999994,0.03652
6,3,1,0,7,5,2,4,0,0,-0.08046282165705435,1.3735314117015638,-1.5771187717099158,-1.0471526012986043,2,4,0,0,-0.04174608,0.0464,0.27473053999999997,0.8094600900000001,0.0021529599999999998,0.04164
3,1,4,0,20,2,4,1,4,1,1.1897184474947908,-0.8573201456558073,1.120230156879589,-0.6784398012593833,4,1,4,1,0.17842463999999997,0.6948,-0.12669618,0.06594623999999999,0.48274703999999996,0.03955
6,0,2,4,17,5,0,2,4,0,-0.8194025993935299,0.28152801288313983,1.4870335378328972,-1.6021188269890694,0,2,4,0,-0.279396,0.4776,-0.39810015000000004,0.34222499999999995,0.22810176000000001,0.05642
3,0,5,4,3,8,4,2,4,0,0.8485243154276936,-0.20739247931106378,1.7199493490008841,-1.1464877616459341,4,2,4,0,0.22014036999999997,0.4957,-0.32914647999999996,0.19722481,0.24571848999999998,0.02938
6,3,4,3,19,0,4,3,3,2,0.8737154442141644,0.6725950069944724,0.6498893676855596,0.5780809943840992,4,3,3,2,0.35610608,0.5104,0.06342732,0.48678529,0.26050816,0.0481
0,0,3,3,2,9,2,4,0,0,0.048063345620857664,1.6174711604684373,-0.8771573317441701,-1.1292420740856342,2,4,0,0,0.027742,0.0286,0.16460352,0.9409,0.0008179600000000001,0.06909
3,0,0,4,27,7,1,1,0,3,-0.3027274069363235,-0.49956498067906907,-1.6818701864124208,1.0513026610387404,1,1,0,3,-0.06337839,0.1761,-0.29610614,0.12952801,0.03101121,0.041
3,2,0,0,28,4,1,1,0,0,-0.26279861096865215,-0.36215368549886695,-1.3471512619491182,-1.6103967570180133,1,1,0,0,-0.061043599999999996,0.1528,0.36121227,0.15960025000000003,0.023347839999999998,17.9923
2,1,2,0,27,9,0,0,1,3,-1.0519492780550317,-1.2719830187374774,-0.01174415398671962,1.3244743519938977,0,0,1,3,-0.08420609,0.6133,-0.0020405,0.018851290000000003,0.37613688999999995,0.22355
3,4,4,3,10,4,0,3,0,2,-1.0531488556162922,0.8322141882644042,-1.4021284117184794,0.4056241187810958,0,3,0,2,-0.45663180000000003,0.614,-0.09571020000000001,0.5530896900000001,0.376996,0.04201
4,1,0,1,7,7,0,3,4,0,-1.03789708376598,0.9887103855529674,1.5838071957865358,-0.928502270883738,0,3,4,0,-0.47730287999999993,0.6051,-0.24532253999999998,0.6222054399999999,0.36614600999999997,0.09395
0,2,3,2,21,5,3,4,2,2,0.28455149341221575,1.2194642019540642,0.09786328656292141,0.3538870561001948,3,4,2,2,0.14249298,0.1666,0.00599844,0.7315380899999999,0.02775556,0.04528
6,2,3,2,23,8,3,2,0,0,0.2826664429588064,-0.2837320877445094,-0.6402526422017499,-0.7319014326963142,3,2,0,0,0.06985755,0.1655,0.07765824,0.17816840999999997,0.02739025,0.03731
5,1,5,0,20,9,4,3,0,0,1.323899766132931,0.9703194798849101,-0.5694934084291968,-1.7186996748966996,4,3,0,0,0.60572385,0.7731,0.16256737000000002,0.61387225,0.59768361,0.05329
2,3,1,2,27,8,0,4,2,3,-1.1801327088868696,1.5616044470239612,0.07184886238183573,1.7107777533446251,0,4,2,3,-0.65637859,0.6881,0.0213213,0.9099252099999999,0.47348161000000005,0.09543
4,3,3,0,15,1,3,2,0,3,0.41153534668279285,0.29540794168922085,-0.6915877725857589,1.0916575699298432,3,2,0,3,0.1417723,0.2407,-0.12614275,0.346921,0.05793649,0.05923
4,4,5,3,22,2,0,4,3,1,-1.464603959128648,1.1386136166586425,0.49935256642434384,-0.09898469923329202,0,4,3,1,-0.7106111999999999,0.8541,-0.00801638,0.692224,0.7294868099999999,0.8912
3,1,0,4,25,1,0,4,2,3,-0.7155534562329768,1.7118546763497882,0.30303037860441717,1.3655190883874124,0,4,2,3,-0.4158324,0.417,0.06993377999999999,0.9944078399999999,0.173889,0.08939
0,1,3,0,11,8,0,1,2,3,-1.6858403350696938,-0.8854270014881211,0.17105053325904246,1.7121574083494493,0,1,2,3,-0.24452184,0.9832,0.04978974,0.06185169,0.9666822399999999,0.09648
2,2,0,2,23,4,4,3,1,2,1.0096104450826768,1.0133472591837616,-0.21222864967561997,0.5884284069202794,4,3,1,2,0.46934223,0.5897,-0.020746439999999998,0.6334568100000001,0.34774609,0.05967
6,4,5,1,4,6,3,2,3,1,0.4122208195749417,0.2332952602820086,0.40223204948162394,-0.2938609686646858,3,2,3,1,0.13769221,0.2411,-0.019652279999999998,0.3261552100000001,0.05812921000000001,0.05226
0,1,1,3,4,5,1,3,3,2,-0.6194158831090987,0.8034133359917862,0.4457628526113073,0.4263189438534562,1,3,3,2,-0.26540586,0.3609,0.032209100000000004,0.5408131600000001,0.13024881,0.03345
2,1,1,2,8,4,0,2,0,1,-1.7077754676184576,-0.3295358528045767,-0.9382045138224512,-0.36905216642759525,0,2,0,1,-0.40726439999999997,0.996,0.057186999999999995,0.16719921,0.992016,0.02112
2,3,4,1,2,8,4,0,0,2,1.6076855434825605,-1.2952318994876633,-1.6725049937072298,0.2473087069775387,4,0,0,2,0.12259421999999999,0.9387,-0.07000283,0.01705636,0.88115769,0.10973
0,4,3,2,31,9,4,3,1,0,1.1936599166246469,0.8686490013803667,-0.11944387009641437,-0.9916214873544372,4,3,1,0,0.52575282,0.6971,0.0193101,0.56881764,0.48594841000000005,0.06694
2,0,3,4,26,3,4,4,0,2,1.534854048691744,1.3069077534323745,-1.188289844949955,0.23040793316844438,4,4,0,2,0.7891041,0.8962,-0.04635486,0.7752802499999999,0.80317444,0.06742
0,3,3,4,6,6,1,4,0,2,-0.6326112362829643,1.3159297071563274,-1.2030313519859037,0.2897330983758775,1,4,0,2,-0.32551066,0.3686,-0.05883700000000001,0.77986561,0.13586595999999998,0.1201
0,2,4,1,14,8,2,1,0,0,-0.13992759505096833,-0.6817390462588824,-1.0559631406154992,-1.4348356576541559,2,1,0,0,-0.024930140000000003,0.0811,0.252071,0.09449476000000001,0.006577210000000001,0.07808
4,1,4,1,0,1,0,1,1,0,-1.6524235315774367,-0.6407932562809434,-0.10158063215873551,-0.7936409941621895,0,1,1,0,-0.30761304,0.9637,0.013081609999999999,0.10188863999999999,0.92871769,0.02956
5,4,4,1,14,8,3,0,0,3,0.6783556699517381,-1.2619200703530689,-1.627933613610303,0.9950817195921612,3,0,0,3,0.05557527999999999,0.3964,-0.2713194,0.019656039999999996,0.15713296,0.06699
0,1,0,1,0,5,0,2,0,3,-1.4635757497904247,-0.19524754160574287,-1.6182215619160312,0.72397951114424,0,2,0,3,-0.3820266,0.8535,-0.19647444,0.20034576,0.7284622500000001,0.07358
5,2,3,1,28,2,2,2,2,1,0.0859357229120824,0.26348410543523454,0.1570027442012562,-0.049662032810833076,2,2,2,1,0.02939586,0.0507,-0.0012328,0.33616804,0.0025704900000000004,0.30305
0,3,0,3,19,8,4,1,3,0,1.4534541427490661,-0.49331901271633255,0.44749714755671305,-1.5093370279146534,4,1,3,0,0.30697479,0.8487,-0.1132977,0.13082689000000003,0.72029169,0.06657
3,0,1,4,29,2,4,2,4,2,1.6635515841926931,-0.3597246979578029,1.3789869627341211,0.13107277282111443,4,2,4,2,0.38871426000000003,0.9713,0.0310674,0.16016004,0.9434236900000001,0.27513
0,1,0,0,29,1,3,4,2,3,0.5919860855409812,1.4030262604144859,0.21926393274132128,1.1582259239126025,3,4,2,3,0.3142372,0.346,0.043076720000000006,0.82482724,0.11971599999999999,0.08509
2,3,0,4,9,8,2,0,4,0,0.07805278465237046,-1.651252073363641,1.4618862611245143,-0.7915715116549534,2,0,4,0,0.0012908000000000002,0.0461,-0.19294540000000002,0.0007840000000000001,0.00212521,0.04967
4,1,2,0,16,7,0,4,4,0,-0.8358539488051026,1.313847717835415,1.693761495325258,-1.0405992400256903,0,4,4,0,-0.429954,0.4872,-0.29411467,0.7788062499999999,0.23736384000000002,0.09001
6,3,3,4,11,8,2,0,1,3,-0.11062362891160438,-1.7248156960358707,-0.12325931897630692,1.2537670329966664,2,0,1,3,-0.0004352,0.064,-0.025369199999999998,4.624e-05,0.004096,0.06348
0,4,3,4,31,0,0,0,3,1,-0.9347334134975762,-1.481916941929453,0.5645620563715986,-0.6022138622428558,0,0,3,1,-0.04184832,0.5449,-0.056767200000000004,0.005898239999999999,0.29691601000000006,0.13456
5,2,4,1,1,9,4,1,0,3,1.1369370347993284,-0.7636306262147604,-1.6048674908364073,1.133737047576976,4,1,0,3,0.1884432,0.664,-0.30460983,0.08054243999999999,0.44089600000000007,0.32565
1,0,5,0,23,2,4,0,1,0,1.3348673324073126,-1.7359196390807352,-0.19852771960691487,-1.0864727689360891,4,0,1,0,0.0028062,0.7795,0.035482,1.296e-05,0.60762025,0.13318
1,1,1,0,0,8,4,1,3,3,0.8382422220454607,-0.9301897718877324,0.4490580130075782,1.3275785757547518,4,1,3,3,0.11547126,0.4897,0.10048836000000001,0.05560164000000001,0.23980609000000003,0.127
2,4,2,3,2,7,1,1,4,3,-0.5381873453894583,-0.8226203236406047,1.3713560649743362,0.9022999205177454,1,1,4,3,-0.08364179999999999,0.3135,0.20803172,0.07118224,0.09828225,0.04329
6,1,2,4,3,8,2,1,0,3,0.011733282336967866,-0.5342648026942717,-0.7226316521085212,1.0609602460725085,2,1,0,3,0.00258926,0.0074,-0.12813072,0.12243000999999999,5.4760000000000004e-05,0.06127
1,0,2,0,11,0,0,4,4,3,-1.5513162799854792,1.5754843758300423,1.1628938125365695,1.2854990981076189,0,4,4,3,-0.8666121299999999,0.9047,0.2511264,0.91757241,0.8184820899999999,0.06238
6,3,2,1,0,9,4,0,4,1,0.8197344539574413,-1.4194572623020882,1.5662908168379381,-0.25419588727599507,4,0,4,1,0.04539972,0.4789,-0.06576442,0.00898704,0.22934521,0.05076
4,2,0,0,16,1,4,1,4,0,1.3744533919289097,-0.7074169145501323,1.0881457003895834,-1.081299062667999,4,1,4,0,0.24078,0.8026,-0.19653125,0.09,0.64416676,0.48515
6,2,1,4,13,0,0,2,1,3,-1.125808982184072,0.10941689568773533,-0.0890937085518144,1.6618000006733722,0,2,1,3,-0.35143656,0.6564,-0.02409172,0.28665315999999996,0.43086095999999996,0.04679
4,4,1,1,16,3,0,4,0,0,-0.9702066356662798,1.4644449453813941,-0.9082012112669324,-1.2192645631504018,0,4,0,0,-0.5236890399999999,0.5656,0.18407549999999998,0.8572908099999998,0.31990335999999997,0.04672
0,1,1,4,24,2,2,4,3,1,-0.08251924033350096,1.5747903793897384,0.44957830149119987,-0.2555755422808191,2,4,3,1,-0.045586520000000005,0.0476,-0.01905717,0.91718929,0.0022657600000000003,0.07241
3,4,4,2,4,3,4,4,0,0,1.1667551056078038,1.7056087083870517,-0.9975174009553266,-0.9512665784633345,4,4,0,0,0.6782655599999999,0.6814,0.15765276,0.9908211599999999,0.46430596,0.0668
3,0,1,1,20,4,3,3,0,3,0.593357031325279,0.7388716670435093,-1.2167322820546085,1.5666038053405145,3,3,0,3,0.24858623999999999,0.3468,-0.31868551999999994,0.51380224,0.12027024,0.03525
1,2,3,3,22,8,0,3,0,3,-1.4083951819724412,0.9612975261609576,-0.9388982318006136,0.7105278748472057,0,3,0,3,-0.64135317,0.8213,-0.1117593,0.6098048100000001,0.6745336900000001,0.03453
0,2,4,4,1,6,4,4,4,1,1.3472058444659922,1.5196176623855662,0.9868628755778897,-0.48735758309125554,4,4,4,1,0.7409140599999999,0.7867,-0.08004115,0.88698724,0.6188968899999999,0.1459
5,1,3,1,10,9,3,4,1,0,0.6442533935673321,1.1864993710396219,-0.179450475207452,-0.9057379633041417,3,4,1,0,0.3184437,0.3765,0.026683199999999997,0.71537764,0.14175225,0.10667
0,2,2,2,6,5,0,2,0,1,-1.3537287188235692,0.01642137268699277,-0.8455931637377861,-0.510811718173264,0,2,0,1,-0.40148884,0.7894,0.07150531,0.25867396000000004,0.62315236,0.03543
3,1,1,1,20,1,4,2,3,0,1.4169527112421392,-0.1629767071316046,0.6764240803502671,-1.6072925332571595,4,2,3,0,0.37803906,0.8274,-0.18204750000000003,0.20875760999999998,0.6845907600000001,0.17816
5,3,0,2,3,9,4,4,2,0,1.186633819480121,1.6532119771440958,0.003170782543769508,-1.6314364958415797,4,4,2,0,0.6793478999999999,0.693,-0.0015576,0.9609880899999999,0.4802489999999999,0.05028
3,4,5,4,16,5,2,4,0,1,0.014475173905563321,1.0685199761879334,-0.7169084787886824,-0.4742508605454273,2,4,0,1,0.007306199999999999,0.009,0.05622435,0.6590192399999999,8.099999999999999e-05,0.06849
5,0,3,4,20,8,4,2,3,2,1.4116402963279855,-0.0519372766829564,0.569244652724194,0.573942029369627,4,2,3,2,0.40300027,0.8243,0.055191779999999996,0.23902321,0.67947049,0.01232
2,0,1,4,16,0,0,4,0,2,-1.610438316933319,1.4686089240232187,-1.2430935652247757,0.15659639041035892,0,4,0,2,-0.8707323200000001,0.9392,-0.03318992,0.8595144100000001,0.8820966400000001,0.08263
6,1,5,4,19,2,0,1,3,0,-0.960095910507084,-0.7081109109904362,0.474205289715961,-0.9160853758403219,0,1,3,0,-0.16779806,0.5597,-0.07273853999999999,0.08988004000000001,0.31326409,1.42456
0,3,2,3,32,0,4,4,0,2,1.3261275530324146,1.3877583387277967,-1.2006033390623354,0.618090989523996,4,4,0,2,0.69990272,0.7744,-0.12448216,0.8168544400000001,0.59969536,0.15415
6,0,2,4,29,5,0,4,0,3,-0.7033863123973345,1.6781958489950421,-1.2382375393776395,1.078205933632809,0,4,0,3,-0.40477625,0.4099,-0.22344,0.9751562500000001,0.16801801,0.13551
0,1,0,0,29,6,3,1,4,1,0.34555858081346463,-0.8760580495440166,1.4003187905626113,-0.3507717376136769,3,1,4,1,0.05083308,0.2022,-0.08145622999999999,0.06320196,0.04088484,0.07847
2,4,3,3,30,5,1,4,0,3,-0.30546929850491894,1.4634039507209382,-1.2847166439145126,0.6974211523013775,1,4,0,3,-0.16447912,0.1777,-0.15022575999999999,0.85673536,0.03157729,0.08678
2,0,4,4,22,5,4,3,4,3,0.8007125812003103,0.4248382778059263,1.499520461439818,1.5183158801716734,4,3,4,3,0.29298314,0.4678,0.38212332,0.39225169,0.21883684,0.07846
4,1,1,2,25,7,3,3,2,0,0.24068122831468844,0.8086183092940664,0.2570715625511658,-1.5207191817044516,3,3,2,0,0.10390289999999999,0.141,-0.06585303,0.54302161,0.019880999999999996,0.08705
6,3,2,3,20,0,3,3,0,2,0.6180340554426381,0.6719010105541685,-1.677707878543447,0.4280435126094862,3,3,0,2,0.251937,0.3612,-0.12083408999999999,0.48650625000000003,0.13046544000000002,0.03675
5,3,0,4,5,3,3,1,3,0,0.287122016757774,-0.40622245945817437,0.6902984399135128,-0.7753605653482711,3,1,3,0,0.06502108,0.1681,-0.0894081,0.14961423999999998,0.02825761,0.25202
4,2,2,2,7,4,2,1,0,0,-0.14969558376408962,-0.8319892755847094,-0.7101447285016,-0.9026337395432875,2,1,0,0,-0.02292388,0.0868,0.10636559999999999,0.06974881,0.00753424,0.04475
0,2,2,3,7,2,0,0,3,1,-0.7498271008404201,-1.4388891626306017,0.40951608825232794,-0.2269477009307205,0,0,3,1,-0.0389804,0.437,-0.015396479999999999,0.007956640000000001,0.190969,0.06596
3,2,1,1,22,4,3,0,0,2,0.6067237527221818,-1.2692070329762613,-0.4153145877826289,0.6529272783958027,3,0,0,2,0.04897026,0.3546,-0.045291399999999996,0.01907161,0.12574116000000002,0.09539
2,3,5,2,7,4,4,4,2,0,1.0063544488449696,1.1545755347856357,0.006986231423662076,-1.4148306600842075,4,4,2,0,0.49175348,0.5878,-0.0022505999999999997,0.69989956,0.34550884,0.0225
0,3,0,3,23,8,3,4,4,2,0.28112412895147143,1.506084731799637,1.5251880266318227,0.15832095916638897,3,4,4,2,0.15437834,0.1646,0.04131421,0.8796564099999999,0.027093159999999998,0.01063
0,2,3,3,2,2,3,2,0,1,0.27906771027502486,-0.26568818029660396,-0.45693766647236606,-0.5732411071415513,3,2,0,1,0.06982081999999999,0.1634,0.043282400000000006,0.18258529,0.026699559999999997,0.05773
2,3,3,4,2,1,0,1,0,3,-1.2879233211772783,-0.5196908774478864,-0.640599501190831,1.1237345487920016,0,1,0,3,-0.26592910000000003,0.751,-0.12022972,0.12538681000000002,0.564001,0.07025
6,4,2,2,32,0,1,3,1,2,-0.5405865005119794,0.5091588453028684,-0.2411913752638954,0.04242993876117072,1,3,1,2,-0.20487394,0.3149,-0.00183008,0.42328035999999997,0.09916201000000001,0.04102
0,2,2,1,0,4,3,2,0,0,0.39474126082514566,0.1368297550797454,-0.8022357901026435,-1.1109616452717157,3,2,0,0,0.12544797,0.2309,0.14805921,0.29517489,0.05331481,0.05674
1,1,3,3,25,1,0,4,2,3,-1.0180183698936631,1.6528649789239438,0.24198319652613606,1.070272917355071,0,4,2,3,-0.5817487,0.5935,0.043893299999999996,0.96079204,0.35224225000000003,0.5608
1,4,0,2,27,8,4,3,0,2,1.2346169219305414,0.9779534407282546,-1.2840229259363503,0.28111025459572736,4,3,0,2,0.5664897,0.721,-0.06095925,0.6173244899999999,0.519841,0.05859
6,2,3,3,27,8,1,0,0,0,-0.6206154606703592,-1.4905918974332533,-1.013126055463978,-0.9019439120408757,1,0,0,0,-0.02686688,0.3616,0.15179335,0.005520490000000001,0.13075456,0.06846
6,4,0,2,4,0,3,1,0,0,0.23142734427067882,-0.75842565291248,-1.0089637475950044,-0.9371251146638883,3,1,0,0,0.03868668,0.1356,0.15708721,0.08139609,0.01838736,0.20716
4,4,1,0,14,1,4,2,4,3,0.7873458598034075,0.31449284379758247,1.5997627092842686,1.4341569248774078,4,2,4,3,0.27347000000000005,0.46,0.38508152,0.35343025000000006,0.2116,0.10216
2,2,4,4,8,3,4,3,3,3,0.8125369885898783,0.9519285742168528,0.3493360536467497,1.0506128335363283,4,3,3,3,0.36941154,0.4747,0.06200624,0.60559524,0.22534009000000002,0.01931
4,2,2,2,14,9,4,1,4,0,1.3684555041226072,-0.7539146760505036,1.3725700714361202,-1.5531410743178162,4,1,4,0,0.22902206000000003,0.7991,-0.35624997,0.08213956000000001,0.6385608100000001,0.28995
0,0,3,4,17,2,4,3,3,1,1.0044693983915602,0.5792524857735775,0.44212083322595536,-0.5270226644799463,4,3,3,1,0.39355836,0.5867,-0.03892152,0.4499726399999999,0.34421689,0.19982
6,4,4,0,0,5,3,1,4,3,0.5373196223921093,-1.033248243272884,0.906218160616524,1.1520174763908944,3,1,4,3,0.06473601,0.3141,0.17554000000000003,0.04247721,0.09865881,0.03391
4,4,1,3,4,4,0,2,2,0,-1.3641821804288394,-0.3007350005319585,0.2515218187258675,-0.9926562286080554,0,2,2,0,-0.3318826,0.7955,-0.0420162,0.17405584000000002,0.63282025,0.11143
0,0,2,1,14,0,0,2,0,3,-1.0841665039860284,0.28985597016678866,-0.8419511443524342,1.2299679841634517,0,2,0,3,-0.37129554000000003,0.6321,-0.1730784,0.34503876000000006,0.39955040999999997,0.70963
5,2,5,4,26,3,4,3,4,0,0.7309657144241634,0.900572837634353,1.070455891946445,-1.5407241792744,4,3,4,0,0.32604814,0.4271,-0.27575459,0.58277956,0.18241440999999997,0.03066
1,2,1,1,10,2,4,1,3,1,1.5273138468781065,-0.7691825977371928,0.6972356196951357,-0.3997494902849299,4,1,3,1,0.25166596,0.8918,-0.046362150000000005,0.07963684,0.7953072400000001,30.04375
1,4,1,1,2,7,1,3,4,2,-0.18191280969508622,0.4876449556534429,1.0156521716716245,0.4001054987617997,1,3,4,2,-0.06804864,0.1056,0.0686907,0.41525135999999996,0.011151359999999999,0.03287
3,2,5,4,8,4,3,1,0,1,0.38925747768795477,-0.6664711245721932,-1.661925794540255,-0.05173151531806911,3,1,0,1,0.07099686000000001,0.2277,0.0133952,0.09721924000000001,0.051847290000000004,0.07495
1,4,3,4,8,8,0,1,0,2,-1.598613909543751,-0.8101283877151318,-1.2833292079581882,0.5497980667852066,0,1,0,2,-0.25209391999999997,0.9323,-0.1184554,0.07311615999999999,0.86918329,0.33469
5,3,3,4,11,7,0,2,0,3,-0.8793814774565553,-0.2209254098969928,-0.4354324091493352,1.7169862008663335,0,2,0,3,-0.22564651999999996,0.5126,-0.12450048,0.19377603999999998,0.2627587599999999,0.07471
0,3,5,3,4,3,0,0,4,0,-1.3018041472432929,-1.5079418084408547,0.9525238356588565,-1.44656272519516,0,0,4,0,-0.05260563,0.7591,-0.23041288,0.00480249,0.57623281,0.03535
5,2,3,2,16,6,0,2,1,3,-1.580620246124843,-0.2965710218901343,-0.3058805767275285,0.9219600043364878,0,2,1,3,-0.38568112,0.9218,-0.046925669999999996,0.17505856,0.8497152399999999,0.048
6,4,1,1,25,6,3,1,4,0,0.5971271322320977,-0.9971604283770733,1.2615751949301544,-1.1423487966314623,3,1,4,0,0.0755585,0.349,-0.24068277999999999,0.04687225,0.12180099999999998,0.04699
5,4,0,3,8,5,4,2,4,2,0.926496856909627,0.3058178882937816,1.1616798060747855,0.4280435126094862,4,2,4,2,0.3203904,0.5412,0.08397963,0.35046399999999994,0.29289744,0.08007
3,0,0,0,21,8,2,0,0,1,-0.06418284046851884,-1.6682549861510902,-1.1131948738138875,-0.5904867947018515,2,0,0,1,-0.00085239,0.0369,0.10899608,0.0005336099999999999,0.00136161,0.29498
1,3,3,1,26,6,0,3,1,0,-0.8809237914638902,0.8464411152906373,-0.20338374545405086,-1.0133510536804158,0,3,1,0,-0.3839953,0.5135,0.03390624,0.55920484,0.26368224999999995,0.04942
5,3,3,4,5,5,0,0,0,0,-1.6051259020191653,-1.0960549211204007,-1.5991443175165683,-1.4251780726203878,0,0,0,0,-0.1759868,0.9361,0.37947132,0.035344,0.8762832100000001,0.08348
3,1,3,3,17,2,4,3,4,1,1.6186531097569425,0.5043008702207402,1.5310846294462022,-0.6415340298803405,4,3,4,1,0.61355892,0.9451,-0.1635955,0.42146064,0.8932140100000001,0.26345
2,4,0,2,21,9,4,2,0,3,1.5149753348194268,-0.13209386553807428,-0.9349093534261803,1.2720474618105848,4,2,0,3,0.41204668,0.8846,-0.19880448,0.21696964,0.78251716,0.04735
0,3,3,4,31,4,1,0,4,3,-0.6243855615771781,-1.4801819508286926,1.1693107038345705,1.4420899411551458,1,0,4,3,-0.02812174,0.3638,0.28318586999999995,0.005975289999999999,0.13235044,0.06734
6,2,3,0,15,6,2,2,0,0,-0.06469694513763048,0.16389561625160348,-1.3122919335464633,-1.7028336423412231,2,2,0,0,-0.02050092,0.0372,0.37208704000000004,0.30371121000000006,0.0013838399999999997,0.22613
3,3,5,4,27,7,0,3,0,0,-1.5420623959414697,0.43073724754851084,-0.7909628729575062,-1.1444182791386983,0,3,0,0,-0.5647603999999999,0.8993,0.15038168,0.394384,0.80874049,0.15957
1,4,0,2,26,7,2,0,3,3,-0.008316799758386407,-1.6033663189826617,0.8243594391933744,0.8750517341724708,2,0,3,3,-0.00017973999999999998,0.0043,0.12144095999999999,0.0017472399999999997,1.849e-05,0.36396
5,2,0,2,11,1,4,0,4,3,0.7223973032723026,-1.0828689887546237,1.1238721762649408,1.5724673391110164,4,0,4,3,0.08095878,0.4221,0.29675654999999995,0.03678724,0.17816840999999997,0.04672
